tune_id,name,alias
5772,"Boys Of Ballivanich, The","['Ballivanich', 'Boys From Ballavanich, The', 'Boys Of Balivanich, The']"
5774,Delia Keane's,"['Kerry , The', ""Old Man's Blackthorn Stick, The""]"
5776,"Robin's Nest, The","[""Paddy Fahy's""]"
5779,"Mills Are Grinding, The","[""Cronin's Favourite"", 'Flowers Of Limerick', 'Flowers Of Limerick, The', 'Skopje']"
5780,Mary Grace,"['Bohola', 'Bohola, The', 'Maire Ni Grasaig', ""Martin Ainsborough's"", ""Martin Ansboro's""]"
5781,Harry Bradshaw's,['Harry Bradshaw']
5782,"Stack Of Oats, The","['Crossroads Ceili', 'Crossroads Ceili, The']"
5787,Da Silver Bow,"['Silver Bow, The']"
5794,Miss Johnstone's,"[""Miss Johnstone's Hop"", ""Miss Johnstone's Hop Jig"", ""Miss Johnstone's Slip""]"
5796,"Doon Highland, The","[""Highlander's Kneebuckle"", ""Highlander's Kneebuckle, The"", ""Pat Ward's"", ""Pat Ward's Fling""]"
5797,Mulvihill's,"['Three Halfpence A Day', 'Very Poor Pay']"
5799,Anlon McKinney,"['Anlon McDinney', ""Anlon McKinley's"", ""Anlon McKinney's""]"
5806,"Gobby O, The","['An Gobbi O', 'Gaby Boy, The', 'Gobbie O, The', 'Gobbio, The', 'Gobby-O, The', ""Jackson's Goblet"", 'Jefferson & Liberty', 'Jefferson And Liberty', ""Jefferson's March""]"
5808,"Hearty Boys Of Ballymote, The","['Adew Dundee', 'Bonnie Dundee', 'Hearty Boys Of Ballymoate', 'Hearty Boys Of Ballymoate, The', 'Laccarue Boys, The', 'Rattling Boys', 'Rattling Boys Of Ballymote', 'Those Hearty Boys Of Ballymoate', 'Those Hearty Boys Of Ballymote', 'Ye Hearty Boys Of Ballymoate', 'Ye Hearty Boys Of Ballymote', 'You Hearty Boys Of Ballymoate', 'You Hearty Boys Of Ballymote']"
5809,Richie's,"[""Richie's""]"
5810,"Slopes Of Slieve Gullion, The",['By The Slopes Of Slieve Gullion']
5821,"Heathery Cruach, The","['An Cruach Fraoch', 'Hornless Cow', 'Hornless Cow, The', 'Maid, The']"
5822,"Fiddler's Casket, The","['Casket Highland, The', 'Fiddler In A Box', 'Fiddler In The Box Highland Fling, The', ""Fiddler's Last Fling, The""]"
5832,Kerreg Beg An Treiz,"['Kerreg Beg An Triez', ""Qui R'bique En Treize!""]"
5833,Planxty Penny,"['Penny School Of Dancing, The']"
5834,Madame Neruda,['Madam Neruda']
5836,"Arctic Winds, The","['Bicycle, The', 'Hunters Road', ""Steve Cooney's""]"
5841,"Cottage On The Hill, The","[""Martin Ruane's""]"
5842,Mrs Carolan's,"[""Mrs. Carolan's""]"
5844,Rector At The Feis,"['Rector At The Feis, The']"
5851,Woodcock Hill,"['Kevin Joyce', ""Russell's""]"
5852,Kieran's,"[""Kieran's""]"
5855,Neppendorfer Laendler,['Neppendorfer Landler']
5858,"Warbling Robin, The",['Ceiliúir Na Spideoige']
5859,"Beardless Boy, The","['A Ghilla Na Sgriub Anantrat', 'Giolla Na Scríob', 'Wandering Lad, The']"
5861,Follow Me Down,"[""Bonnie Anne's"", ""Flip McGilder's"", 'Follow Me Down To Carlow', 'Follow Me Up', 'Lady Lubeck']"
5862,Cnoc Na gClarac,"['An Bhrosna', 'An Bhrosna 2', 'Bhrosna', 'Bhrosna 2', 'Brosna', 'Brosna #2', 'Brosna #2, The', 'Brosna 2', 'Brosna 2, The', 'Brosna Slide No. 3, The', 'Brosna Slides No. 3, The', 'Brosna, The', 'CNoc Na gClárach', 'Knocknaglarach', ""O'Keefe's"", ""O'Keeffe's"", ""Padraig O Keeffe's Favourite"", ""Padraig O'Keefe's"", ""Padraig O'Keefe's Favourite"", ""Padraig O'Keeffe's"", ""Pádraig O'Keeffe's Favourite"", ""Padraigh O'Keefe's"", ""Padraigh O'Keeffe's"", ""Patsy Healy's"", ""Reagan's"", ""Regan's"", 'Rejected Suitor']"
5863,Ronde De Loudeac,"['Rond De Loudeac', 'Round Of Loudéac']"
5865,Paddy Fahey's,"[""Paddy Fahey's No. 18"", ""Paddy Fahy's""]"
5866,Johnny McGoohan's,['Johnny McGoohan']
5867,"Lark's March, The","['Fermanagh Gold Ring, The', 'Geese In The Bog', 'Geese In The Bog, The', 'Lark In The Bog, The', 'Na Geabha Sa bPortach', ""Tom Broderick's""]"
5871,Reel Du Semeur,"['Reel Des Bottes Sauvages', ""Sower's""]"
5873,"Bob Of Fettercairn, The","[""Bob O' Fettercairn"", ""Bob O' Fettercairn, The"", ""Braw Lads O' Jethart, The"", 'Braw Lads Of Jedburgh, The', 'Kail And Knockit Corn', 'Newburn Lads', 'Newburn Lads, The']"
5874,Blair Athol,"['Blair Atholl', 'Fair Warning', ""Lover's Leap""]"
5877,O'Callaghan's,"[""Callaghan's"", ""Dan Callaghan's"", ""Dan O'Callaghan's"", ""O'Keeffe's"", ""Padraig O'Keefe's""]"
5880,Moran's Return,"['Ar Ḟilleaḋ Uí Móráin', ""To Daun't On Me"", 'To Daunton Me']"
5883,Mike Hobin's,"['Cullybacky Hop-Jig, The', 'Hopperdy Skipperdy', ""Mike Hoban's""]"
5890,Willie Davie,"['Waterloo', 'Waterloo, The', 'Wee Davie', 'Willy Davie']"
5891,"Wild One, The","['Wilder One, The']"
5892,Donalbane,"[""Donalbane's"", 'Donald Bane', ""Donald Bane's""]"
5897,"Kilkelly, Ireland",['Kilkelly']
5905,"Smell Of The Bog, The","['New Saratoga, The', 'Scent Of The Bog, The']"
5906,"Atlanta Schottische, The",['Atlanta']
5908,"Honeycomb, The","[""Captain O'Neill"", 'Push About The Jorum', 'Rowan Tree, The']"
5911,"Anderson Family Fling, The","[""Anderson Family's Highland Fling, The""]"
5912,"Barn Dance Schottische, The","['Barndance Schottische', 'Barndance Schottische, The']"
5916,Pasucais De L.lamo,"['Pasucais De L.lamo', 'Pasucáis De Xurde Wyn']"
5919,Fenteril,"[""Gipsy Girl's, The""]"
5920,We'll Aye Gang Back To Yon Town,"[""I'll Aye Come Back By Yon Toun"", ""I'll Gang Nair Mair To Yon Toon"", 'Will Ye Not Come Back To Yon Toon']"
5921,Wes And Maggie's Ceili Croft,"[""Wes And Maggie's Ceilidh Croft"", ""Wes And Maggie's Eigg"", 'Wes And Maggies Ceilidh Croft']"
5925,Down In The Meadow,"[""Tigger's Highland Fling""]"
5926,Over The Straits Of Juan De Fuca,"['Straits Of Juan De Fuca, The']"
5927,Fetlars Topp,"['Apo Fetlar Top', ""Pa Fetlar's Top"", 'På Fetlars Topp', 'Top Of Fetlar, The']"
5932,St Michael's Mount,"[""Saint Michael's Mount""]"
5934,Michael Dunne's,"[""Michael Dunn's"", ""Michael Joseph Dunne's""]"
5936,Paddy's Green Shamrock Shore,"['Erin Shore', ""Gleanntáin Ghlas' Ghaoth Dobhair"", 'Gleanntan Glas Gaoith Dobhair', 'Green Glens Of Gweedor, The']"
5937,Lick The Ladle Susan,"['Irish Hautboy, The', 'Lisdoonvarna', 'Lisdoonvarna, The', 'Susan Lick The LAdle']"
5939,"Sweeper's Tune, The","[""Sweeper's, The""]"
5940,Clifton Zephyr,"['8 Candles And A Christmas Tree', 'Eight Candles And A Christmas Tree']"
5942,Mayn Ershtn Tants Bay Dir,"['Der Eirshter Valse', 'Der Ershter Valse', 'Ershte Tanz', 'Ershte Vals', 'Ershter Tants', 'Ershter Tantz', 'Ershter Tanz', 'Ershter Vals', 'Ershter Valts', 'Erster Vals', 'Expectation', 'Expectation, The', 'First', 'First Dance', 'First Dance, The', 'First, The', 'Mayn Ershte Vals', 'Mayn Ershtn Tants', 'Mayn Ershtn Vals Bay Dir', 'My First', 'My First Dance With You', 'My First Waltz With You', 'Ozhidanie', 'Ozhidanya']"
5943,Cori McLenon,"[""Cori McLenon's""]"
5945,Echoes Of Killarney,"[""Art O'Keeffe's"", 'Drake, The', 'Is Leir Dom Intinn Cheataí', 'Maggie In The Woods', 'Well I Know What Kitty Wants']"
5949,"Beauties Of Ireland, The","['Ailne Na H-Eireann', 'Beauties Of Eire', 'Beauties Of Eire, The', 'Beauties Of Eireann', 'Beauties Of Eireann, The', 'Beauties Of Erin', 'Beauties Of Erin, The', 'Irish Lasses', 'Irish Lasses, The']"
5951,Mary O'Neill's Fancy,"[""Charlie Mulvihill's No. 2"", ""Mary O'Neil's Fancy"", ""Miss Mary O'Neill's Fancy"", ""Missy Mary O'Neil's"", 'Mouse Behind The Dresser, The']"
5952,Martin O'Connor's,"[""Allistrum's""]"
5953,Paddy Fahey's,"[""Paddy Fahy's"", ""Paddy Fahy's No. 10""]"
5957,"King Of The Cannibal Islands, The","[""Bunty's Goast"", 'Cabbages And Onions', 'Cannibal Islands, The', 'Cumberland Reel', 'Cumberland Reel, The', 'Cumberland, The', 'Double-dee-Doubt', 'Ghost That Haunted Bunty, The', 'Handcart Song, The', 'Hilly-Go, Filly-Go', 'Hilly-Go, Filly-Go All The Way', 'Hokee Pokee Wonkee Fum', 'King Of The Cannibals', 'Les Deux Rivales', 'Nottingham Swing', 'Nottingham Swing, The', 'Phillebelulah', 'Stanla Markit', 'Stanley Market', ""Vulcan's Cave""]"
5959,On One Beautiful Day,['Eräänä Kauniina Päivänä']
5961,"Battle Of Killiecrankie, The","['Battle Of Killicrankie', 'Battle Of Killicrankie, The', 'Gilliecrankie', 'Killecrankie', 'Killicrankie', 'Killiecrankie', 'Killiecrankie March, The', 'Killycrankie']"
5965,"Shelf, The","[""Charlie O'Neill's"", 'Shelf #1, The', 'Shelf No.1, The']"
5969,Áille's Arabesque,"[""Allie's Arabesque""]"
5970,Kit O'Mahoney's,"[""Deer's March"", ""Druid's Field"", ""Druid's Field, The"", 'Hawthorn, The', ""Kit O'Mahony's""]"
5973,Anthony Murray's,"['Anthony Murray', ""Anthony Murray's"", ""Anthony Murray's Reel"", 'Antony Murray', ""Antony Murray's"", ""Antony Murray's Reel"", ""Christie's Sister"", 'Cnuic Rud Ha Mhabou', 'Cnuic Rudha Mhabou', 'Flora Ann Campbell', 'Hills Of Cape Mabou', 'Hills Of Cape Mabou, The', 'Hills Of Mabou', 'Lord Murray', ""Lord Murray's"", ""Port 'ic Artair"", 'Tilley Plump', 'Tilly Plump']"
5974,"Lairds Of Ryton, The","['Over The Border', 'Ower The Border']"
5975,Come Upstairs With Me,"['Come Up Stairs With Me', 'Come Up The Stairs', 'Come Up The Stairs With Me']"
5976,Ridée Six Temps,"['Laridé', 'Laridé à Six Temps', 'Ridé', 'Ridee', 'Ridée 6 Temps', 'Ridée à Six Temps', 'Ridees 6 Temps']"
5979,Braigh Loch Iall,"['Braes Of Locheil', 'Braigh Loch Lall']"
5983,Aly's,"['A Waltz For Aly', 'A Waltz For Aly Bain', ""Aly Bain's"", 'Waltz For Aly']"
5984,Farewell To Ballinahulla,"['Julia McMahon', ""Julia McMahon's"", 'New Lesson', 'New Lesson, The', ""Paddy Cronin's"", ""Tumbling Down Tady's Acre""]"
5985,Phillebelula All The Way,['Philebelula All The Way']
5986,"Ptarmigan Flushed, The",['Flush The Ptarmigan']
5987,Dick Glasgow's Toupé,"['Ballinahulla Highland Fling, The', 'Ptarmigan Highland, The', ""Ptarmigan's Fling, The""]"
5988,Kathleen's Wedding,"[""Kathleen Lawrie's Wedding""]"
5989,Eileen O'Keefe's,"[""Eileen O'Keeffe's"", ""Eileen's"", ""Murphy's"", ""Quinn's"", ""Séamus Creagh's"", ""T.J. Quinn's""]"
5992,"Braes Of Auchtertyre, The","[""Braes O' Auchtertyre, The"", 'Braes Of Auchentyre', 'Braes Of Auchentyre, The', 'Braes Of Auchertyre', 'Braes Of Auchertyre, The', 'Braes Of Auchintyre', 'Braes Of Auchintyre, The', 'Braes Of Auchtentyre, The', 'Braes Of Auchtetyre']"
5994,John Nee's,"['Harvest Moon', ""John Nee's Reels""]"
5995,I'm The Boy For Bewitching Them,"['Blithesome Bridal', 'Blythesome Bridal, The', 'Bridal, The', ""Come Fy, Let's A' To The Bridal"", 'Come To The Bridal', ""I'm The Boy For Bewitching Her"", 'Is Misi An Buacaill Do Meallfad Iad', 'Is Misi An Buacaill Le Na Meallad', ""Jolly Pedlar's, The"", ""Jolly Pedler's, The"", 'Let Us Awa To The Wedding', 'Let Us Away To The Wedding', 'Let Us Waa To The Wedding', 'Whin Bush, The']"
5996,Highland Chluain Ard,['Chluain Ard Highland Fling']
5997,"Trip To Kinvara, The","['A Long Way From Home', 'Kinvara', 'Lads Of Doocastle, The', 'Trip To Kinvarra']"
5998,Cronin's,"['Belles Of Tipperary, The', ""John Kelly's""]"
5999,Pay The Girl Her Fourpence,"['Give The Girl Her Four Pence', 'Give The Girl Her Fourpence', 'Give The Lady Her Fourpence', 'Pay The Girl Her Four Pence', 'Ril Na Drithleog']"
6000,Tune The Flute,"['Detuned Flute, The']"
6001,Lord Drummond,"[""Lord Drummond's""]"
6006,Stones Of Stenness,"['Standing Stones', ""Standing Stones O' Stenness, The""]"
6009,Pibroch Of Donald Dhu,"['Black Donald', 'Black Donald The Piper', ""Black Donald's Pipes"", 'Domhnall Dubh', 'Domnall Dub', 'Domnall Dub An Piobaire', 'Domnall Dubh An Phiobaire', 'Domnall Dubh An Piobaire', 'Donald Dhu', 'Donuil Dubh', 'Irish Thyme', ""Locheil's March"", ""Lochiel's March"", ""Pibroch O' Domnhall"", ""Pibroch O' Donal Dhu"", ""Pibroch O' Donal Dhu, The"", ""Pibroch O' Donald Dhu"", ""Pibroch O' Donald Dhu, The"", ""Pibroch O'Donal Dhu"", ""Pibroch O'Donal Dhu, The"", ""Pibroch O'Donnel Dubh"", 'Pibroch Of Black Donald, The', 'Pibroch Of Domhnall Dubh, The', 'Pibroch Of Donald Dhu, The', 'Pibroch Of Donald Dubh, The', 'Pibroch Of Donuil Dubh, The']"
6010,Last Night's Joy,"['Old Fashioned Habit', 'Old Fashioned Habit, The']"
6014,Salton D'Uvieu,"[""Seltan D'Uvieu""]"
6015,I Looked East And I Looked West,"['As I Looked East And As I Looked West', 'As I Looked East And I Looked West', ""Ned Connell's"", ""Paddy Scanlon's""]"
6016,Farewell To The Trader,"['Baritone, The']"
6020,"Party Fling, The","['Party Highland Fling, The']"
6021,"Bishop Of Bangor's, The",['Jig Esgob Bangor']
6022,Joey Beaton's,"[""Jerry Holland's""]"
6023,My Bonny Lies Over The Ocean,['My Bonnies Lies Over The Ocean']
6026,Jack O'Connell's,"[""Tom Billy's""]"
6030,Emma,"[""Emma's"", 'Finnish, The', 'French, The', 'Muistoja Karpaateilta', 'Oh Emma', 'Oi Emma', 'Swedish, The', 'That Finnish']"
6031,"Haughs Of Cromdale, The","[""Catherine Stewart's"", ""Haughs O' Cromdale"", ""Haughs O' Cromdale, The"", 'Haws Of Cromdale, The', 'Lady Catherine Stewart', ""Lady Catherine Stewart's"", ""Merry Maid's Wedding, The"", 'Merry Maids Wedding, The', 'Miss Catherine Stewart', ""Miss Catherine Stewart's"", ""Sid Mar Chaidh N' Cal A Gholaigh"", 'Siud Mar Chaidh An Càl A Dholaidh', 'That Is How The Cabbage Was Boiled', 'Wat Ye How The Play Began']"
6033,Sally Lennon,"[""Sally Lennon's""]"
6034,Ariel,"['Ball And Pin', 'Ball And Pin, The', 'McCusker Brothers Delight, The', ""McCusker Brothers' Delight, The"", ""McCusker's Delight"", 'McCuskers Delight, The', ""McCuskers' Delight""]"
6035,"Merry Maid's Wedding, The","[""Merry Maid's Meeting"", ""Merry Maid's Meeting, The"", 'Merry Maids Meeting', 'Merry Maids Meeting, The', 'Merry Maids Wedding', 'Merry Maids Wedding, The']"
6039,Kolomeike,"['Kolomeyka', 'Kolomyika']"
6040,Ølland,"['Olland', 'Var Det Du Eller Var Det Jag']"
6044,"Scaffie's Cairt, The",['Scaffies Cairet']
6047,L'Inconnu De Limoise,"['Unknown Piper, The']"
6049,"Last Rose Of Summer, The","[""'Tis The Last Rose Of Summer"", ""Young Man's Dream, The""]"
6052,An Emigrant's Daughter,"['Bold Grenadier', 'Grenadier And The Lady, The']"
6054,"Funny Tailor, The","['Drunken Gauger, The', 'Tailliuir An Magaid']"
6055,Jimmy's Favourite,"['Jim Magill', ""Jimmy's"", ""Jimmy's Favourite""]"
6056,"High Road To Lyon, The",['High Road To Linton']
6059,An Irish Lullaby,"['Irish Lullaby', 'Suantraidhe Eirinneach']"
6060,Vel Shuish Ben Aeg Ny Ben Y Phoosee,"['Are You A Maid Or A Married Wife', 'Vel Shiuish Ben-Aeg Ny Ben Y Phoosee']"
6064,"Champion, The","['Champion, The']"
6071,Constitution Breakdown,"['Constitution Breakdown, The']"
6072,"MacNeils Of Ugadale, The","['MacNeils Of Ugadale March, The']"
6074,Hopak,['Gopak']
6079,Ladies Choice,"[""Ladies' 1st Choice"", ""Ladies' Choice"", ""Ladies' Choice #1"", ""Ladies' First Choice""]"
6080,Dawns Forys,"['Dawns Forris', 'Dawns Forris Gymraeg', 'Dawns Forys Gymraeg', 'Morris Dance', 'Morris Dance, The', 'Welsh Dance', 'Welsh Morris', 'Welsh Morris Dance', 'Welsh Morris Dance, The', 'Y Ddawns Forris', 'Y Ddawns Forris Gymraeg', 'Y Ddawns Forys', 'Y Ddawns Forys Gymraeg']"
6081,Tomaisin A' Rí,['Tomaisin A Ri']
6084,Peggy On The Settle,"['Bessie On The Settle', 'Boil Your Breakfast Early', 'Kitty Clover', 'Peggy On The Seattle']"
6086,Peter Flanagan's Stoney Steps,"[""P Flanagan's Stony Steps""]"
6092,"Compledgegationist, The","[""Eoin Dillon's""]"
6094,MacLaine Of Loch Buie,['Maclaine Of Lochbuie']
6096,"Earl Of Jura, The",['An T-Iarla Diùrach']
6106,Croen Y Ddafad Felyn,"['Croen A Ddafad Felan', 'Croen Y Ddafad Felen', 'Three Jolly Sheep Skins', 'Three Jolly Sheep Skins, The', 'Three Jolly Sheepskins', 'Three Jolly Sheepskins, The', 'Three Sheep Skins, The', 'Three Sheepskins, The', 'Yellow Sheep Skin, The', 'Yellow Sheepskin, The']"
6107,Angus John MacNeil Of Barra,['John Angus MacNeil Of Barra']
6108,Taflwn Yr Hosan,"['There With Fun We The Stocking Throw', 'We With Fun The Stocking Throw']"
6110,"Plausible, The","['Sorrowful Shilling, The', 'Sorrowfull Shilling, The']"
6116,Orkney Slow Air,['Orkney']
6118,Llodrau Tynn,"['Another Jig Will Do', 'Chwisgi A Chwrw', 'Tight Breeches', 'Tight Britches', 'Whiskey And Beer', 'Whisky And Beer']"
6121,"Trip To Yorkshire, The","['A Trip To Yorkshire', 'A Yorkshire Trip', 'An Turas Go Yorkshire', 'Yorkshire Trip', 'Yorkshire Trip, The']"
6124,Last Tango In Harris,"['Last Tango In Harris, The']"
6129,Graham And Jilly's Wedding,"[""Graham And Jilly's Wedding""]"
6130,Johnny Henry's,"[""John 'Watt' Henry's"", ""John Henry's"", ""John Watt Henry's"", ""Johnny Henry's"", ""Johnny Henry's Jig No. 1""]"
6132,Eddie Duffy's Favourite,"[""Eddie Duffy's Scotch Mary""]"
6133,Mrs Martha Knowles,"['Mrs. Martha Knowels', 'Mrs. Martha Knowles']"
6135,"Killimor, The","['Killimer, The', 'Killimore, The', 'Kylemore, The']"
6136,Maggie On The Shore,"[""Larry MacDonagh's"", ""Larry McDonagh's"", 'Maid On The Shore', ""McDonagh's""]"
6138,James McMahon's,"[""Bill McCormick's"", ""James McMahon's Favourite"", ""Padraig O'Keefe's Mother's"", ""Willie Coyle's""]"
6140,Winding Roads Of Advance,"['Winding Roads Of Advance, The']"
6141,Taylor's Fancy,"[""Pat Hanley's, Pat Hanley's No. 1""]"
6143,Sculley Casey's,"[""Scully Casey's""]"
6150,Skolvan Doubl Plinn,['Plinn Du Vertige']
6151,Twinkle Little Star,"['Brilha, Brilha Estrelinha', 'Twinkle Twinkle Little Star', 'Twinkle, Twinkle Little Star', 'Twinkle, Twinkle, Little Star', 'Whiskey Before Breakfast?']"
6154,Henry Cave's,"['Bath Road', ""Henry Cave's No. 2""]"
6164,Frank Quinn's,"[""Mary's Favourite"", ""Miss Fahey's Fancy""]"
6166,"Bottom Of The Punchbowl, The","['Bottom Of The Punch Bowl', 'Bottom Of The Punch Bowl, The', 'Punch Bowl, The']"
6169,"Limerick, The","[""Pat Hanley's, Pat Hanley's No. 2""]"
6170,Ray's Classic,"[""Fiddler's Path, The"", 'Metro', 'North Cregg, The', 'Race Classic, The', ""Roy's Session"", ""Tina Lech's"", 'West Clare', 'West Limerick, The', ""Willie Hunter's""]"
6177,"Doctor's, The","['Doctor, The']"
6178,"Road To Ennis, The",['Man Of Aran']
6180,McDonnell's Rant,"['Banagher Lasses, The']"
6181,Noble Squire Dacre,"['Nobel Squire Dacre, The', 'Noble Squire Dacre, The']"
6183,Pointe Au Pic,"['Le Reel De Pointe-au Pic', 'Point Au Pic', 'Pointe A Pique', 'Pointe-Au-Pic', 'Reel A Pointe-Au-Pic', 'Reel De Pointe-au-Pic']"
6185,"Keelman Ower The Land, The","['Keelman Over The Land, The', 'Keelman Ower Land, The']"
6186,Hill 60,['Hill 16']
6188,Allistrum's March,"[""Alistrum's March"", ""Jackie McCarthy's"", 'Mairseáil Alasdraim', 'Máirseáil Alasdruim']"
6192,"Waltz Of The Little Girls, The","['La Valse Des Petites Jeunes Filles', 'La Valse Pour Les Jeunes Filles', 'La Valse Pour Les Petites Jeunes Filles', 'La Valse Pour Les Pettes', 'La Valse Pour Les Pettes Jeunes Filles', 'Little Girls, The', ""Little Girls', The"", 'Valse Des Jeunes Filles', 'Valse Pour Les Petites Jeunes Filles', 'Valse Pour Les Pettes Jeunes Filles', 'Waltz For The Little Girls', 'Waltz For The Little Girls, The', 'Waltz Of The Junked Fiats', 'Waltz Of The White Lilies']"
6198,Morgan Magan,"['Murtach Mac Cana', 'Murtagh MacCann', 'Murtagh McCann', 'Planxty Morgan Mawgan']"
6201,Slippery Jig,"['Slippery Jig, The']"
6202,Iain And Shirley's Wedding,"[""Iain & Shirley's Wedding""]"
6203,"Cascade, The","[""Jack Connell's""]"
6204,John MacDonald's,"[""Iain MacDonald's"", ""Iain McDonald's"", ""John MacDonald's""]"
6211,Fisher Lads,['Jenny Lind']
6215,Joyous,"['Joyous, The', 'La Valse à Marie-Paule', 'La Valse Joyeuse']"
6216,"Man From Barnagrove, The","[""Reavy's""]"
6217,Shingly Beach,['Shingley Beach']
6221,Vejrmolledans,"['Vejrmolledands', 'Vejrmølledans']"
6222,"Low Country Dance, The","['Country Dance', 'Lochaber Dance', 'Lochaber Dance, The', 'Lochaber Dance#']"
6223,Pat Burke's,['Milltown Races']
6224,"Broken Bridge, The","['Bridge, The', ""McGlynn's"", ""Ryan's Daughter""]"
6227,Dolly's Hill,"[""Eddie Kelly's""]"
6230,"Bridge Of Bamore, The",['Bridge Of Baymore']
6231,Bamford,"['Blue Stocking', 'Branford']"
6232,Ravne Pers Vals,"[""Peter Raven's"", 'Ravne Per Vals', 'Ravne-Per Vals']"
6235,"Glencoe, The","['Glencoe Bridge', 'Glencoe Bridge, The', 'Glencoe Schottische, The', 'Glencoe Village Hall', 'Glencoe, The', 'J.P. Cormier']"
6237,Malcolm Finlay,"['Calum Fhionnlaid', 'Calum Fhionnlaidh', 'Calum Fhionnlaigh', 'Calum Fhionnlaith', 'Calum Finlay', 'Calum Finley', 'Calumn Findlay', ""Finlay's"", ""Holland's"", ""Larry Down's"", 'Larry Downs', 'Malcolm Findlay', 'Malcolm Finlay', ""Malcolm Finlay's"", ""Malcolm Finley's""]"
6238,Red Roofed Cottage,"['Red Roofed Cottage, The']"
6239,"Snowplough, The","['Snow Plough', 'Snow Plough, The', 'Snow Plow', 'Snow Plow, The', 'Snowplow', 'Snowplow, The']"
6241,"Stone Outside Dan Murphy's Door, The","['Rabún Amuiġ An Dorais Dáiṫí Ó Murċú', ""Stone By Dan Murphy's Door, The""]"
6242,Bill McEvoy's,"[""Bill McEvoy's No. 2"", ""McEvoy's No. 2""]"
6243,Scordiness,['Scourdiness']
6249,Christchurch Cathedral,"[""A March For Saint Patrick's Cathedral"", 'Christ Church', 'Christ Church Cathedral', 'Christchurch Cathedral March', ""St. Patrick's Cathedral""]"
6253,Sleepy Maggie,"[""Maidhe Dainin O'Se""]"
6254,Dessous Les Lauriers Blancs,['Hanter Dro']
6255,Y Lili,"['Lily, The']"
6258,Josie Byrne's,"[""Joe Byrne's"", 'Joe Byrnes', ""Joe Byrnes'"", 'Josie Byrnes', ""Josie Byrnes'""]"
6259,Frank And Julie Leahy's,"[""Frank & Julie Leahy's""]"
6263,"Highland, The","['Devil In The Kitchen', 'Devil In The Kitchen, The', ""Devil's Highland Fling, The"", ""Neilie Boyle's"", ""Neillidh Boyle's"", 'Queen Of May']"
6264,"Piper's Wife, The",['Mist On The Mountain']
6265,"Blooming Heather, The","['Dark Loch Na Gar', 'Dark Lochna Gar', 'Dark Lochnagar']"
6267,"Bonny Highland Laddie, The",['Cairney Mount']
6269,Father Kelly's,"['Easter Day', 'Easter Day, The']"
6271,Gloomy Winter,"['Gloomy Winter Noo Awa', ""Gloomy Winter's Noo Awa'"", ""Gloomy Winter's Now Awa"", ""Lord Balgonie's Favourite""]"
6272,Paddy Killed The Rat,"['Over The Hills', 'Pat Killed The Rat']"
6274,John Mhosaí McGinley's,"[""John Mosai McGinley's""]"
6275,"Parting Glass, The","['Cork March, The', 'Peacock, The', ""Peacock's Feather, The"", ""Peacock's March, The""]"
6278,Mick O'Connor's,"[""Charlie Lennon's"", ""Mick O'Connor's Choice""]"
6279,Balls To Hall,"[""Hall's Balls""]"
6281,Suzie's 70th,['Planxty Grandma Suzie']
6288,Eilean Beag Donn A' Chuain,"['Eilean Beag Donn A Chuain', 'Little Brown Island In The Ocean', 'Little Brown Island In The Sea']"
6294,Duhont Ar Er Mané,"[""Duhont Duhont 'ar Ar Mane"", 'Hanter Dro']"
6296,Gipsy's,"[""Gipsy's, The"", 'Gypsy, The', ""Gypsy's, The""]"
6297,William's Return,"['Bundle And Go', ""I'd Rather Have A Piece Than A Kiss"", ""I'd Rather Have A Piss Than A Kiss"", ""I's Rather Have A Piece Than A Kiss Of My Jo"", 'Id Rather Have A Piss Than A Kiss', ""Willie's Return""]"
6298,Over The Water To Charlie,"[""An Sioda Ata Id' Bhalluit, A Bhuachaill"", 'Brown Wallet, The', 'Lads Of Tipperary', 'Madam Casey', 'Mrs Casey', 'Mrs. Casey', 'News From Moidart', ""O'er The Water To Charlie"", 'Silken Wallet, The']"
6301,"Back Of The Haggard, The","[""Back O' The Haggard"", 'Kevin Joyce', 'Standing Abbey', 'Vinegar Hill', 'Woodcock Hill']"
6302,"Two Birds In The Bush, The","['Ḋá Éan San Tom', 'Dhá Éan Ar An gCrann', 'Two Birds On A Tree']"
6307,Oho! Oho! I've Found You Out,"[""Asey's March"", ""Asey's Piece"", ""Ellis'"", ""Ellis's"", ""Hunnell's Double Drag"", ""Mason's Quickstep"", 'O I Hae Seen The Roses Blaw', 'Port Ellis', 'Port Ui Ellis']"
6308,30th Anniversary,['30th Anniversary Slip']
6313,Ellis's,"[""Ellis'""]"
6314,Paddy Fahey's,"[""Fahey's"", ""Paddy Fahey's No. 8"", ""Paddy Fahy's""]"
6315,Sir John Fenwick's The Flower Amang Them A',"[""Flower Amang Them A'"", 'Flower Among Them All', 'Flower Amoung Them All', ""John Fenwick's The Flower Among Them"", 'Mary Scott', 'Mary Scott, Flower Of Yarrow', 'Mary Scott, Queen Of Yarrow', 'Sir John Fenwick, The Flower Among Them All', ""Sir John Fenwick's The Floo'er Amang Them A'"", ""Sir John Fenwick's The Flower Amang Them"", ""Sir John Fenwick's The Flower Amang Them All"", ""Sir John Fenwick's The Flower Among Them All""]"
